"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"s__Peptoniphilus_sp_oral_taxon_375","Bacteria","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Peptoniphilus","Peptoniphilus_sp_oral_taxon_375"
"s__Bacteroides_coagulans","Bacteria","Firmicutes","Tissierellia","Tissierellia_unclassified","Tissierellia_unclassified","Tissierellia_unclassified","Bacteroides_coagulans"
"s__Tissierellia_bacterium_S5_A11","Bacteria","Firmicutes","Tissierellia","Tissierellia_unclassified","Tissierellia_unclassified","Tissierellia_unclassified","Tissierellia_bacterium_S5_A11"
"s__Cetobacterium_somerae","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Cetobacterium","Cetobacterium_somerae"
"s__Fusobacterium_equinum","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium_equinum"
"s__Fusobacterium_gonidiaformans","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium_gonidiaformans"
"s__Fusobacterium_mortiferum","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium_mortiferum"
"s__Fusobacterium_naviforme","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium_naviforme"
"s__Fusobacterium_necrophorum","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium_necrophorum"
"s__Fusobacterium_nucleatum","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium_nucleatum"
"s__Fusobacterium_periodonticum","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium_periodonticum"
"s__Fusobacterium_sp_CAG_439","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium_sp_CAG_439"
"s__Fusobacterium_sp_oral_taxon_370","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium_sp_oral_taxon_370"
"s__Fusobacterium_ulcerans","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium_ulcerans"
"s__Fusobacterium_varium","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium_varium"
"s__Leptotrichia_hofstadii","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","Leptotrichia_hofstadii"
"s__Leptotrichia_sp_oral_taxon_215","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","Leptotrichia_sp_oral_taxon_215"
"s__Leptotrichia_wadei","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","Leptotrichia_wadei"
"s__Sneathia_amnii","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Sneathia","Sneathia_amnii"
"s__Lentisphaerae_bacterium","Bacteria","Lentisphaerae","Lentisphaerae_unclassified","Lentisphaerae_unclassified","Lentisphaerae_unclassified","Lentisphaerae_unclassified","Lentisphaerae_bacterium"
"s__Victivallis_vadensis","Bacteria","Lentisphaerae","Lentisphaeria","Victivallales","Victivallaceae","Victivallis","Victivallis_vadensis"
"s__Victivallales_bacterium_CCUG_44730","Bacteria","Lentisphaerae","Lentisphaeria","Victivallales","Victivallales_unclassified","Victivallales_unclassified","Victivallales_bacterium_CCUG_44730"
"s__Bradyrhizobium_sp_DFCI_1","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium_sp_DFCI_1"
"s__Bradyrhizobium_sp_MOS004","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium_sp_MOS004"
"s__Acetobacter_sp_CAG_267","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacter","Acetobacter_sp_CAG_267"
"s__Azospirillum_sp_47_25","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Azospirillum","Azospirillum_sp_47_25"
"s__Azospirillum_sp_CAG_260","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Azospirillum","Azospirillum_sp_CAG_260"
"s__Lautropia_mirabilis","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Lautropia","Lautropia_mirabilis"
"s__Comamonas_kerstersii","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas","Comamonas_kerstersii"
"s__Oxalobacter_formigenes","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Oxalobacter","Oxalobacter_formigenes"
"s__Mesosutterella_multiformis","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","Mesosutterella","Mesosutterella_multiformis"
"s__Parasutterella_excrementihominis","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Parasutterella_excrementihominis"
"s__Sutterella_parvirubra","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella","Sutterella_parvirubra"
"s__Sutterella_sp_CAG_351","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella","Sutterella_sp_CAG_351"
"s__Sutterella_sp_CAG_397","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella","Sutterella_sp_CAG_397"
"s__Sutterella_sp_CAG_521","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella","Sutterella_sp_CAG_521"
"s__Turicimonas_muris","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","Turicimonas","Turicimonas_muris"
"s__Microvirgula_aerodenitrificans","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Chromobacteriaceae","Microvirgula","Microvirgula_aerodenitrificans"
"s__Eikenella_corrodens","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Eikenella","Eikenella_corrodens"
"s__Kingella_oralis","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Kingella","Kingella_oralis"
"s__Morococcus_cerebrosus","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Morococcus","Morococcus_cerebrosus"
"s__Neisseria_bacilliformis","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria_bacilliformis"
"s__Neisseria_elongata","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria_elongata"
"s__Neisseria_flavescens","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria_flavescens"
"s__Neisseria_mucosa","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria_mucosa"
"s__Neisseria_perflava","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria_perflava"
"s__Neisseria_sp_oral_taxon_014","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria_sp_oral_taxon_014"
"s__Neisseria_subflava","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria_subflava"
"s__Desulfovibrionaceae_bacterium","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrionaceae_unclassified","Desulfovibrionaceae_bacterium"
"s__Desulfovibrio_desulfuricans","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio_desulfuricans"
"s__Desulfovibrio_fairfieldensis","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio_fairfieldensis"
"s__Desulfovibrio_piger","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio_piger"
"s__Desulfovibrio_sp_AM18_2","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio_sp_AM18_2"
"s__Desulfovibrio_sp_An276","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio_sp_An276"
"s__Corallococcus_sp_CAG_1435","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcaceae","Corallococcus","Corallococcus_sp_CAG_1435"
"s__Campylobacter_concisus","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter_concisus"
"s__Campylobacter_curvus","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter_curvus"
"s__Campylobacter_gracilis","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter_gracilis"
"s__Campylobacter_hominis","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter_hominis"
"s__Campylobacter_jejuni","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter_jejuni"
"s__Campylobacter_showae","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter_showae"
"s__Campylobacter_ureolyticus","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter_ureolyticus"
"s__Helicobacter_cinaedi","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter_cinaedi"
"s__Aeromonas_caviae","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas","Aeromonas_caviae"
"s__Aeromonas_hydrophila","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas","Aeromonas_hydrophila"
"s__Succinatimonas_hippei","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Succinivibrionaceae","Succinatimonas","Succinatimonas_hippei"
"s__Succinatimonas_sp_CAG_777","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Succinivibrionaceae","Succinatimonas","Succinatimonas_sp_CAG_777"
"s__Cardiobacterium_hominis","Bacteria","Proteobacteria","Gammaproteobacteria","Cardiobacteriales","Cardiobacteriaceae","Cardiobacterium","Cardiobacterium_hominis"
"s__Cardiobacterium_valvarum","Bacteria","Proteobacteria","Gammaproteobacteria","Cardiobacteriales","Cardiobacteriaceae","Cardiobacterium","Cardiobacterium_valvarum"
"s__Phytobacter_ursingii","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacterales_unclassified","Phytobacter","Phytobacter_ursingii"
"s__Plesiomonas_shigelloides","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacterales_unclassified","Plesiomonas","Plesiomonas_shigelloides"
"s__Citrobacter_amalonaticus","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter_amalonaticus"
"s__Citrobacter_braakii","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter_braakii"
"s__Citrobacter_europaeus","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter_europaeus"
"s__Citrobacter_farmeri","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter_farmeri"
"s__Citrobacter_freundii","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter_freundii"
"s__Citrobacter_koseri","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter_koseri"
"s__Citrobacter_portucalensis","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter_portucalensis"
"s__Citrobacter_sp_MGH106","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter_sp_MGH106"
"s__Citrobacter_werkmanii","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter_werkmanii"
"s__Cronobacter_malonaticus","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Cronobacter","Cronobacter_malonaticus"
"s__Cronobacter_sakazakii","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Cronobacter","Cronobacter_sakazakii"
"s__Enterobacter_bugandensis","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter_bugandensis"
"s__Enterobacter_cloacae_complex","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter_cloacae_complex"
"s__Enterobacter_soli","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter_soli"
"s__Escherichia_albertii","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia_albertii"
"s__Klebsiella_aerogenes","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella_aerogenes"
"s__Klebsiella_michiganensis","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella_michiganensis"
"s__Klebsiella_oxytoca","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella_oxytoca"
"s__Klebsiella_pneumoniae","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella_pneumoniae"
"s__Klebsiella_quasipneumoniae","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella_quasipneumoniae"
"s__Klebsiella_variicola","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella_variicola"
"s__Kluyvera_ascorbata","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kluyvera","Kluyvera_ascorbata"
"s__Kluyvera_cryocrescens","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kluyvera","Kluyvera_cryocrescens"
"s__Kluyvera_georgiana","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kluyvera","Kluyvera_georgiana"
"s__Kluyvera_intermedia","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kluyvera","Kluyvera_intermedia"
"s__Kosakonia_pseudosacchari","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kosakonia","Kosakonia_pseudosacchari"
"s__Kosakonia_sacchari","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kosakonia","Kosakonia_sacchari"
"s__Kosakonia_sp_S29","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kosakonia","Kosakonia_sp_S29"
"s__Lelliottia_amnigena","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Lelliottia","Lelliottia_amnigena"
"s__Kluyvera_intestini","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Metakosakonia","Kluyvera_intestini"
"s__Raoultella_ornithinolytica","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Raoultella","Raoultella_ornithinolytica"
"s__Raoultella_planticola","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Raoultella","Raoultella_planticola"
"s__Hafnia_alvei","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Hafniaceae","Hafnia","Hafnia_alvei"
"s__Hafnia_paralvei","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Hafniaceae","Hafnia","Hafnia_paralvei"
"s__Morganella_morganii","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Morganella","Morganella_morganii"
"s__Proteus_mirabilis","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Proteus","Proteus_mirabilis"
"s__Proteus_penneri","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Proteus","Proteus_penneri"
"s__Proteus_vulgaris","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Proteus","Proteus_vulgaris"
"s__Providencia_alcalifaciens","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Providencia","Providencia_alcalifaciens"
"s__Providencia_rettgeri","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Providencia","Providencia_rettgeri"
"s__Serratia_liquefaciens","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia_liquefaciens"
"s__Serratia_marcescens","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia_marcescens"
"s__Yersinia_enterocolitica","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Yersinia","Yersinia_enterocolitica"
"s__Wohlfahrtiimonas_chitiniclastica","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Wohlfahrtiimonas","Wohlfahrtiimonas_chitiniclastica"
"s__Aggregatibacter_aphrophilus","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Aggregatibacter","Aggregatibacter_aphrophilus"
"s__Aggregatibacter_segnis","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Aggregatibacter","Aggregatibacter_segnis"
"s__Aggregatibacter_sp_oral_taxon_458","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Aggregatibacter","Aggregatibacter_sp_oral_taxon_458"
"s__Haemophilus_haemolyticus","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","Haemophilus_haemolyticus"
"s__Haemophilus_influenzae","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","Haemophilus_influenzae"
"s__Haemophilus_parahaemolyticus","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","Haemophilus_parahaemolyticus"
"s__Haemophilus_parainfluenzae","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","Haemophilus_parainfluenzae"
"s__Haemophilus_paraphrohaemolyticus","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","Haemophilus_paraphrohaemolyticus"
"s__Haemophilus_pittmaniae","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","Haemophilus_pittmaniae"
"s__Haemophilus_sp_HMSC71H05","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","Haemophilus_sp_HMSC71H05"
"s__Haemophilus_sputorum","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","Haemophilus_sputorum"
"s__Acinetobacter_johnsonii","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacter_johnsonii"
"s__Acinetobacter_lwoffii","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacter_lwoffii"
"s__Acinetobacter_pittii","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacter_pittii"
"s__Acinetobacter_soli","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacter_soli"
"s__Acinetobacter_sp_WCHAc010034","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacter_sp_WCHAc010034"
"s__Moraxella_osloensis","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella","Moraxella_osloensis"
"s__Pseudomonas_aeruginosa_group","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_aeruginosa_group"
"s__Pseudomonas_fragi","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_fragi"
"s__Pseudomonas_guguanensis","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_guguanensis"
"s__Pseudomonas_helleri","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_helleri"
"s__Stenotrophomonas_maltophilia","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","Stenotrophomonas_maltophilia"
"s__Proteobacteria_bacterium_CAG_139","Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_bacterium_CAG_139"
"s__Proteobacteria_bacterium_CAG_495","Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_bacterium_CAG_495"
"s__Brachyspira_pilosicoli","Bacteria","Spirochaetes","Spirochaetia","Brachyspirales","Brachyspiraceae","Brachyspira","Brachyspira_pilosicoli"
"s__Brachyspira_sp_CAG_484","Bacteria","Spirochaetes","Spirochaetia","Brachyspirales","Brachyspiraceae","Brachyspira","Brachyspira_sp_CAG_484"
"s__Brachyspira_sp_CAG_700","Bacteria","Spirochaetes","Spirochaetia","Brachyspirales","Brachyspiraceae","Brachyspira","Brachyspira_sp_CAG_700"
"s__Treponema_lecithinolyticum","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema","Treponema_lecithinolyticum"
"s__Cloacibacillus_evryensis","Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae","Cloacibacillus","Cloacibacillus_evryensis"
"s__Cloacibacillus_porcorum","Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae","Cloacibacillus","Cloacibacillus_porcorum"
"s__Fretibacterium_fastidiosum","Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae","Fretibacterium","Fretibacterium_fastidiosum"
"s__Pyramidobacter_piscolens","Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae","Pyramidobacter","Pyramidobacter_piscolens"
"s__Mycoplasma_sp_CAG_472","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","Mycoplasma_sp_CAG_472"
"s__Mycoplasma_sp_CAG_776","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","Mycoplasma_sp_CAG_776"
"s__Mycoplasma_sp_CAG_877","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","Mycoplasma_sp_CAG_877"
"s__Mycoplasma_sp_CAG_956","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","Mycoplasma_sp_CAG_956"
"s__Coraliomargarita_sp_CAG_312","Bacteria","Verrucomicrobia","Opitutae","Puniceicoccales","Puniceicoccaceae","Coraliomargarita","Coraliomargarita_sp_CAG_312"
"s__Akkermansia_muciniphila","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia_muciniphila"
"s__Candida_albicans","Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Candida","Candida_albicans"
"s__Saccharomyces_cerevisiae","Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces_cerevisiae"
"s__Blastocystis_hominis","Eukaryota","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Blastocystis","Blastocystis_hominis"
"s__Blastocystis_sp_subtype_1","Eukaryota","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Blastocystis","Blastocystis_sp_subtype_1"
"s__Giardia_intestinalis","Eukaryota","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Hexamitidae","Giardia","Giardia_intestinalis"
